name,type,rating,tags,contestId,points,solvedCount,index
Creating the Contest,PROGRAMMING,1200,"['dp', 'greedy', 'math']",1029,,16316,B
Order book,PROGRAMMING,2100,"['combinatorics', 'data structures', 'greedy']",1028,2000.0,1707,D
Minimum Value Rectangle,PROGRAMMING,1600,['greedy'],1027,,6570,C
Bracket Subsequence,PROGRAMMING,1200,['greedy'],1023,1500.0,9532,C
Elections,PROGRAMMING,1700,"['brute force', 'greedy']",1019,500.0,4500,A
The Phone Number,PROGRAMMING,1600,"['constructive algorithms', 'greedy']",1017,1500.0,5871,C
Stars Drawing (Hard Edition),PROGRAMMING,1900,"['binary search', 'dp', 'greedy']",1015,,3432,E2
Stars Drawing (Easy Edition),PROGRAMMING,1700,"['brute force', 'dp', 'greedy']",1015,,5394,E1
Walking Between Houses,PROGRAMMING,1600,"['constructive algorithms', 'greedy']",1015,,7827,D
And,PROGRAMMING,1200,['greedy'],1013,1000.0,7438,B
Allowed Letters,PROGRAMMING,2400,"['bitmasks', 'flows', 'graph matchings', 'graphs', 'greedy']",1009,,755,G
Relatively Prime Graph,PROGRAMMING,1700,"['brute force', 'constructive algorithms', 'graphs', 'greedy', 'math']",1009,,6118,D
Annoying Present,PROGRAMMING,1700,"['greedy', 'math']",1009,,5173,C
Turn the Rectangles,PROGRAMMING,1000,"['greedy', 'sortings']",1008,1000.0,11191,B
Sonya and Ice Cream,PROGRAMMING,2400,"['binary search', 'data structures', 'dp', 'greedy', 'shortest paths', 'trees']",1004,2500.0,996,E
Coins and Queries,PROGRAMMING,1600,['greedy'],1003,,7452,D
Light It Up,PROGRAMMING,1500,['greedy'],1000,,5569,B
Reachability from the Capital,PROGRAMMING,2000,"['dfs and similar', 'graphs', 'greedy']",999,,6283,E
Cutting,PROGRAMMING,1200,"['dp', 'greedy', 'sortings']",998,1000.0,12664,B
Roman Digits,PROGRAMMING,2000,"['brute force', 'combinatorics', 'dp', 'greedy', 'math']",997,1250.0,2845,B
Hit the Lottery,PROGRAMMING,800,"['dp', 'greedy']",996,500.0,82631,A
Leaving the Bar,PROGRAMMING,2300,"['brute force', 'data structures', 'geometry', 'greedy', 'math', 'sortings']",995,1500.0,1673,C
Compute Power,PROGRAMMING,2500,"['binary search', 'dp', 'greedy']",993,1500.0,588,D
Bishwock,PROGRAMMING,1500,"['dp', 'greedy']",991,1500.0,6984,D
Getting an A,PROGRAMMING,900,"['greedy', 'sortings']",991,1000.0,12247,B
Flow Control,PROGRAMMING,2400,"['dfs and similar', 'dp', 'greedy', 'trees']",990,,866,F
Post Lamps,PROGRAMMING,2100,"['brute force', 'greedy']",990,,1966,E
Micro-World,PROGRAMMING,1200,"['greedy', 'sortings']",990,,7964,B
Divisibility by 25,PROGRAMMING,2100,"['brute force', 'greedy']",988,,3609,E
Pencils and Boxes,PROGRAMMING,2100,"['binary search', 'data structures', 'dp', 'greedy', 'two pointers']",985,,3202,E
Liebig's Barrels,PROGRAMMING,1500,['greedy'],985,,5537,C
Cut 'em all!,PROGRAMMING,1500,"['dfs and similar', 'dp', 'graphs', 'greedy', 'trees']",982,1500.0,10628,C
Round Marriage,PROGRAMMING,2500,"['binary search', 'graph matchings', 'greedy']",981,2750.0,663,F
Bookshelves,PROGRAMMING,1900,"['bitmasks', 'dp', 'greedy']",981,1750.0,3143,D
The Number Games,PROGRAMMING,2200,"['data structures', 'greedy', 'trees']",980,2500.0,1776,E
Posterized,PROGRAMMING,1700,"['games', 'greedy']",980,1500.0,3706,C
Treasure Hunt,PROGRAMMING,1800,['greedy'],979,1000.0,4338,B
File Name,PROGRAMMING,800,"['greedy', 'strings']",978,,34484,B
Well played!,PROGRAMMING,2100,"['greedy', 'sortings']",976,,2153,E
Short Code,PROGRAMMING,2200,"['data structures', 'dp', 'greedy', 'strings', 'trees']",965,2500.0,1311,E
Single-use Stones,PROGRAMMING,1900,"['binary search', 'flows', 'greedy', 'two pointers']",965,2000.0,2949,D
Destruction of a Tree,PROGRAMMING,2000,"['constructive algorithms', 'dfs and similar', 'dp', 'greedy', 'trees']",963,1000.0,2680,B
"Byteland, Berland and Disputed Cities",PROGRAMMING,2200,"['constructive algorithms', 'greedy']",962,,1040,E
Minimize the error,PROGRAMMING,1500,"['data structures', 'greedy', 'sortings']",960,1000.0,7214,B
Guard Duty (medium),PROGRAMMING,2200,"['binary search', 'dp', 'greedy', 'sortings']",958,,884,E2
Guard Duty (easy),PROGRAMMING,1600,"['brute force', 'geometry', 'greedy', 'math']",958,,1462,E1
Maximum Control (medium),PROGRAMMING,2200,"['data structures', 'dfs and similar', 'graphs', 'greedy', 'trees']",958,,606,B2
Feed the cat,PROGRAMMING,1100,"['greedy', 'math']",955,500.0,6535,A
Castle Defense,PROGRAMMING,2000,"['binary search', 'data structures', 'greedy', 'two pointers']",954,,1885,G
Water Taps,PROGRAMMING,2000,"['binary search', 'greedy', 'sortings']",954,,1781,E
Curfew,PROGRAMMING,2300,"['binary search', 'brute force', 'greedy', 'sortings']",949,1750.0,808,D
Zebras,PROGRAMMING,1600,['greedy'],949,500.0,5166,A
String Transformation,PROGRAMMING,1300,"['greedy', 'strings']",946,,8744,C
Partition,PROGRAMMING,800,['greedy'],946,,15870,A
Cashback,PROGRAMMING,2000,"['data structures', 'dp', 'greedy', 'math']",940,2000.0,3370,E
Our Tanya is Crying Out Loud,PROGRAMMING,1400,"['dp', 'greedy']",940,1250.0,8599,B
Points on the line,PROGRAMMING,1200,"['brute force', 'greedy', 'sortings']",940,500.0,8102,A
Maximize!,PROGRAMMING,1800,"['binary search', 'greedy', 'ternary search', 'two pointers']",939,2500.0,2978,E
Love Rescue,PROGRAMMING,1600,"['dfs and similar', 'dsu', 'graphs', 'greedy', 'strings']",939,2000.0,7051,D
Erasing Substrings,PROGRAMMING,2700,"['bitmasks', 'dp', 'greedy']",938,,463,F
Run For Your Prize,PROGRAMMING,1100,"['brute force', 'greedy']",938,,8725,B
World of Tank,PROGRAMMING,3000,"['dp', 'greedy']",936,2000.0,320,D
Fafa and Array,PROGRAMMING,2600,"['data structures', 'greedy']",935,2750.0,343,F
Riverside Curio,PROGRAMMING,1700,"['data structures', 'dp', 'greedy']",924,1250.0,3665,C
Three-level Laser,PROGRAMMING,1600,"['binary search', 'greedy', 'two pointers']",924,1000.0,5028,B
Perfect Security,PROGRAMMING,1800,"['data structures', 'greedy', 'strings', 'trees']",923,1500.0,4104,C
Robot Vacuum Cleaner,PROGRAMMING,1800,"['greedy', 'sortings']",922,1500.0,4149,D
Swap Adjacent Elements,PROGRAMMING,1400,"['dfs and similar', 'greedy', 'math', 'sortings', 'two pointers']",920,,8944,C
Jamie and Binary Sequence (changed after round),PROGRAMMING,2000,"['bitmasks', 'greedy', 'math']",916,1000.0,1661,B
Permute Digits,PROGRAMMING,1700,"['dp', 'greedy']",915,,6844,C
Too Easy Problems,PROGRAMMING,1800,"['binary search', 'brute force', 'data structures', 'greedy', 'sortings']",913,1250.0,4485,D
Party Lemonade,PROGRAMMING,1600,"['bitmasks', 'dp', 'greedy']",913,1000.0,7712,C
"Perun, Ult!",PROGRAMMING,2500,"['brute force', 'greedy', 'sortings']",912,1750.0,505,C
Tree Destruction,PROGRAMMING,2400,"['constructive algorithms', 'dfs and similar', 'graphs', 'greedy', 'trees']",911,,1490,F
Minimum Sum,PROGRAMMING,1700,"['constructive algorithms', 'greedy', 'math']",910,1500.0,1713,C
Coprocessor,PROGRAMMING,1900,"['dfs and similar', 'dp', 'graphs', 'greedy']",909,2000.0,1945,E
Generate Login,PROGRAMMING,1000,"['brute force', 'greedy', 'sortings']",909,500.0,8955,A
Boxes Packing,PROGRAMMING,1200,['greedy'],903,,16070,C
Coloring a Tree,PROGRAMMING,1200,"['dfs and similar', 'dsu', 'greedy']",902,1000.0,10217,B
Splitting in Teams,PROGRAMMING,800,"['constructive algorithms', 'greedy', 'math']",899,500.0,10036,A
Squares and not squares,PROGRAMMING,1600,"['constructive algorithms', 'greedy']",898,2000.0,4466,E
Alarm Clock,PROGRAMMING,1600,['greedy'],898,1750.0,3581,D
Ithea Plays With Chtholly,PROGRAMMING,2000,"['binary search', 'constructive algorithms', 'games', 'greedy', 'interactive']",896,1000.0,2034,B
Rumor,PROGRAMMING,1300,"['dfs and similar', 'graphs', 'greedy']",893,,21293,C
Gluttony,PROGRAMMING,2000,"['constructive algorithms', 'greedy']",891,1000.0,2879,B
Buggy Robot,PROGRAMMING,1000,['greedy'],888,,9480,B
Row of Models,PROGRAMMING,2500,"['greedy', 'sortings']",887,3000.0,159,F
Anti-Palindromize,PROGRAMMING,2500,"['flows', 'graphs', 'greedy']",884,,919,F
Boxes And Balls,PROGRAMMING,2300,"['data structures', 'greedy']",884,,1862,D
Bertown Subway,PROGRAMMING,1500,"['dfs and similar', 'greedy', 'math']",884,,4594,C
Quadcopter Competition,PROGRAMMING,1100,"['greedy', 'math']",883,,3472,M
Renovation,PROGRAMMING,2400,"['constructive algorithms', 'greedy', 'sortings']",883,,553,J
Berland Army,PROGRAMMING,2600,"['constructive algorithms', 'graphs', 'greedy']",883,,320,B
Royal Questions,PROGRAMMING,2500,"['dsu', 'graphs', 'greedy']",875,2500.0,1233,F
Strange Game On Matrix,PROGRAMMING,1600,"['greedy', 'two pointers']",873,,3189,C
Restore the Tree,PROGRAMMING,2900,"['graphs', 'greedy', 'trees']",871,2250.0,145,E
Maximum of Maximums of Minimums,PROGRAMMING,1200,['greedy'],870,1000.0,9064,B
Buy Low Sell High,PROGRAMMING,2400,"['constructive algorithms', 'data structures', 'greedy']",865,2000.0,4631,D
Kayaking,PROGRAMMING,1500,"['brute force', 'greedy', 'sortings']",863,,7452,B
Ordering T-Shirts,PROGRAMMING,2800,['greedy'],859,2750.0,158,F
To Play or not to Play,PROGRAMMING,3000,['greedy'],856,,100,F
Michael and Charging Stations,PROGRAMMING,2400,"['binary search', 'dp', 'greedy']",853,1750.0,649,D
Jury Meeting,PROGRAMMING,1800,"['greedy', 'sortings', 'two pointers']",853,750.0,2497,B
Planning,PROGRAMMING,1500,['greedy'],853,750.0,5753,A
Property,PROGRAMMING,2100,"['greedy', 'sortings']",852,,372,C
Tournament Construction,PROGRAMMING,2800,"['constructive algorithms', 'dp', 'graphs', 'greedy', 'math']",850,1750.0,365,D
Load Testing,PROGRAMMING,1600,['greedy'],847,,2354,H
Berland Elections,PROGRAMMING,2100,"['greedy', 'sortings']",847,,845,F
Dog Show,PROGRAMMING,2200,"['constructive algorithms', 'data structures', 'greedy']",847,,1002,D
Chemistry in Berland,PROGRAMMING,2300,"['dfs and similar', 'greedy', 'trees']",846,,846,E
Math Show,PROGRAMMING,1800,"['brute force', 'greedy']",846,,2433,B
Driving Test,PROGRAMMING,1800,"['data structures', 'dp', 'greedy']",845,,2320,D
Two TVs,PROGRAMMING,1500,"['data structures', 'greedy', 'sortings']",845,,7729,C
The number on the board,PROGRAMMING,1100,['greedy'],835,750.0,10727,B
Ever-Hungry Krakozyabra,PROGRAMMING,2700,"['brute force', 'combinatorics', 'greedy', 'math']",833,1500.0,455,C
Office Keys,PROGRAMMING,1800,"['binary search', 'brute force', 'dp', 'greedy', 'sortings']",830,500.0,6469,A
String Reconstruction,PROGRAMMING,1700,"['data structures', 'greedy', 'sortings', 'strings']",827,500.0,3921,A
Minimal Labels,PROGRAMMING,2300,"['data structures', 'dfs and similar', 'graphs', 'greedy']",825,,2936,E
Okabe and Boxes,PROGRAMMING,1500,"['data structures', 'greedy', 'trees']",821,1500.0,6550,C
Mister B and Boring Game,PROGRAMMING,2200,"['games', 'greedy']",819,500.0,288,A
An overnight dance in discotheque,PROGRAMMING,2000,"['dfs and similar', 'dp', 'geometry', 'greedy', 'trees']",814,1750.0,2118,D
Summer sell-off,PROGRAMMING,1300,"['greedy', 'sortings']",810,1000.0,10781,B
Selling Souvenirs,PROGRAMMING,2300,"['binary search', 'dp', 'greedy', 'ternary search']",808,,1743,E
Tea Party,PROGRAMMING,1400,"['constructive algorithms', 'greedy', 'sortings']",808,,5928,C
Fake NP,PROGRAMMING,1000,"['greedy', 'math']",805,500.0,17365,A
Ice cream coloring,PROGRAMMING,2200,"['constructive algorithms', 'dfs and similar', 'greedy']",804,1500.0,1608,C
Find Amir,PROGRAMMING,1000,"['constructive algorithms', 'greedy', 'math']",804,500.0,14986,A
Magazine Ad,PROGRAMMING,1900,"['binary search', 'greedy']",803,,3031,D
Maximal GCD,PROGRAMMING,1900,"['constructive algorithms', 'greedy', 'math']",803,,4882,C
April Fools' Problem (easy),PROGRAMMING,1200,"['greedy', 'sortings']",802,,2983,M
Heidi and Library (medium),PROGRAMMING,1800,"['data structures', 'greedy']",802,,1004,B
Heidi and Library (easy),PROGRAMMING,1800,['greedy'],802,,1268,A
Valued Keys,PROGRAMMING,900,"['constructive algorithms', 'greedy', 'strings']",801,1000.0,9960,B
Aquarium decoration,PROGRAMMING,2500,"['data structures', 'greedy', 'two pointers']",799,2500.0,909,E
Mice and Holes,PROGRAMMING,2600,"['data structures', 'dp', 'greedy', 'sortings']",797,,1066,F
Minimal string,PROGRAMMING,1700,"['data structures', 'greedy', 'strings']",797,,6201,C
Sequence Recovery,PROGRAMMING,2800,"['bitmasks', 'data structures', 'greedy']",796,2500.0,167,F
Naming Company,PROGRAMMING,1800,"['games', 'greedy', 'sortings']",794,1750.0,3014,C
Anton and Classes,PROGRAMMING,1100,"['greedy', 'sortings']",785,1000.0,10063,B
Andryusha and Colored Balloons,PROGRAMMING,1600,"['dfs and similar', 'graphs', 'greedy', 'trees']",780,1250.0,8790,C
Dishonest Sellers,PROGRAMMING,1200,"['constructive algorithms', 'greedy', 'sortings']",779,1000.0,11437,C
Weird Rounding,PROGRAMMING,1100,"['brute force', 'greedy']",779,1000.0,10047,B
String Game,PROGRAMMING,1700,"['binary search', 'greedy', 'strings']",778,500.0,10980,A
Hanoi Factory,PROGRAMMING,2000,"['brute force', 'data structures', 'dp', 'greedy', 'sortings']",777,2500.0,3833,E
Game of Credit Cards,PROGRAMMING,1300,"['data structures', 'dp', 'greedy', 'sortings']",777,1000.0,9291,B
Prairie Partition,PROGRAMMING,2200,"['binary search', 'constructive algorithms', 'greedy', 'math']",773,1750.0,934,C
Dynamic Problem Scoring,PROGRAMMING,2000,"['brute force', 'greedy']",773,1000.0,1137,B
Bear and Rectangle Strips,PROGRAMMING,3000,"['dp', 'greedy']",771,2250.0,435,E
Bear and Different Names,PROGRAMMING,1500,"['constructive algorithms', 'greedy']",771,500.0,6612,B
Change-free,PROGRAMMING,2400,['greedy'],767,2500.0,936,E
Cartons of milk,PROGRAMMING,2100,"['binary search', 'data structures', 'greedy', 'sortings', 'two pointers']",767,2000.0,2181,D
Garland,PROGRAMMING,2000,"['dfs and similar', 'graphs', 'greedy', 'trees']",767,1500.0,3925,C
The Queue,PROGRAMMING,2100,"['brute force', 'greedy']",767,1250.0,2102,B
Mahmoud and a Message,PROGRAMMING,1700,"['brute force', 'dp', 'greedy', 'strings']",766,1500.0,4299,C
Dasha and Puzzle,PROGRAMMING,2000,"['constructive algorithms', 'dfs and similar', 'graphs', 'greedy', 'trees']",761,2500.0,1886,E
Dasha and Very Difficult Problem,PROGRAMMING,1700,"['binary search', 'brute force', 'constructive algorithms', 'greedy', 'sortings']",761,2000.0,3931,D
Frodo and pillows,PROGRAMMING,1500,"['binary search', 'greedy']",760,1000.0,6012,B
Broken Tree,PROGRAMMING,2600,"['dfs and similar', 'dp', 'graphs', 'greedy', 'trees']",758,2500.0,437,E
Ability To Convert,PROGRAMMING,2000,"['constructive algorithms', 'dp', 'greedy', 'math', 'strings']",758,1750.0,2678,D
PolandBall and Gifts,PROGRAMMING,2600,"['bitmasks', 'dp', 'greedy']",755,2750.0,1223,F
PolandBall and Game,PROGRAMMING,1100,"['binary search', 'data structures', 'games', 'greedy', 'sortings', 'strings']",755,1000.0,10851,B
Fedor and coupons,PROGRAMMING,2100,"['binary search', 'data structures', 'greedy', 'sortings']",754,2000.0,2124,D
Santa Claus and Candies,PROGRAMMING,1000,"['dp', 'greedy', 'math']",753,500.0,8720,A
New Year and Rating,PROGRAMMING,1600,"['binary search', 'greedy', 'math']",750,1000.0,6474,C
Santa Claus and Tangerines,PROGRAMMING,2100,"['binary search', 'data structures', 'greedy', 'two pointers']",748,2500.0,1436,E
Santa Claus and a Palindrome,PROGRAMMING,2100,"['constructive algorithms', 'data structures', 'greedy']",748,2000.0,1801,D
Winter Is Coming,PROGRAMMING,1800,"['dp', 'greedy', 'sortings']",747,2000.0,2938,D
Music in Car,PROGRAMMING,2200,"['data structures', 'greedy', 'two pointers']",746,3000.0,720,F
Green and Black Tea,PROGRAMMING,1500,"['constructive algorithms', 'greedy', 'math']",746,2000.0,4958,D
Alyona and mex,PROGRAMMING,1700,"['constructive algorithms', 'greedy']",739,500.0,7543,A
Tanya is 5!,PROGRAMMING,3300,"['graph matchings', 'graphs', 'greedy', 'schedules']",737,2000.0,113,E
Chess Championship,PROGRAMMING,2900,"['constructive algorithms', 'flows', 'greedy', 'math']",736,2500.0,176,E
Tennis Championship,PROGRAMMING,1600,"['combinatorics', 'constructive algorithms', 'greedy', 'math']",735,1750.0,7303,C
Anton and Making Potions,PROGRAMMING,1600,"['binary search', 'dp', 'greedy', 'two pointers']",734,1250.0,5272,C
Epidemic in Monstropolis,PROGRAMMING,1800,"['constructive algorithms', 'dp', 'greedy', 'two pointers']",733,2000.0,3285,C
Sockets,PROGRAMMING,2100,"['greedy', 'sortings']",732,2000.0,1574,E
Exams,PROGRAMMING,1700,"['binary search', 'greedy', 'sortings']",732,2000.0,5376,D
Cormen --- The Best Friend Of a Man,PROGRAMMING,1000,"['dp', 'greedy']",732,1000.0,23945,B
80-th Level Archeology,PROGRAMMING,2200,"['brute force', 'data structures', 'greedy', 'sortings']",731,2000.0,1135,D
Socks,PROGRAMMING,1600,"['dfs and similar', 'dsu', 'graphs', 'greedy']",731,1500.0,6696,C
Coupons and Discounts,PROGRAMMING,1100,"['constructive algorithms', 'greedy']",731,1000.0,7736,B
Olympiad in Programming and Sports,PROGRAMMING,2000,"['dp', 'flows', 'graphs', 'greedy']",730,,1853,I
Subordinates,PROGRAMMING,1900,"['constructive algorithms', 'data structures', 'graphs', 'greedy', 'sortings']",729,2000.0,2126,E
Sea Battle,PROGRAMMING,1700,"['constructive algorithms', 'greedy', 'math']",729,1750.0,3597,D
Road to Cinema,PROGRAMMING,1700,"['binary search', 'greedy', 'sortings']",729,1750.0,3821,C
Polycarp's problems,PROGRAMMING,2300,"['binary search', 'dp', 'greedy']",727,3000.0,756,F
T-shirts Distribution,PROGRAMMING,1800,"['constructive algorithms', 'flows', 'greedy']",727,1500.0,1790,D
Family Photos,PROGRAMMING,2900,"['games', 'greedy']",725,3250.0,478,F
Too Much Money,PROGRAMMING,2600,"['brute force', 'greedy']",725,2500.0,638,E
Contest Balloons,PROGRAMMING,1800,"['data structures', 'greedy']",725,2250.0,2659,D
Goods transportation,PROGRAMMING,2900,"['dp', 'flows', 'greedy']",724,2500.0,1194,E
Dense Subsequence,PROGRAMMING,1900,"['data structures', 'greedy', 'strings']",724,1500.0,2235,D
One-Way Reform,PROGRAMMING,2200,"['constructive algorithms', 'dfs and similar', 'flows', 'graphs', 'greedy']",723,2500.0,1873,E
Polycarp at the Radio,PROGRAMMING,1600,['greedy'],723,1500.0,4485,C
Generating Sets,PROGRAMMING,1900,"['binary search', 'data structures', 'dfs and similar', 'greedy', 'strings', 'trees']",722,1500.0,3059,D
Maxim and Array,PROGRAMMING,2000,"['constructive algorithms', 'data structures', 'greedy', 'math']",721,2000.0,2248,D
Closing ceremony,PROGRAMMING,2000,['greedy'],720,,804,A
Anatoly and Cockroaches,PROGRAMMING,1400,['greedy'],719,1000.0,8183,B
R3D3’s Summer Adventure,PROGRAMMING,2700,"['dp', 'greedy']",717,,134,B
Complete the Word,PROGRAMMING,1300,"['greedy', 'two pointers']",716,1000.0,11680,B
Memory and De-Evolution,PROGRAMMING,1600,"['greedy', 'math']",712,1500.0,5488,C
Centroids,PROGRAMMING,2300,"['data structures', 'dfs and similar', 'dp', 'graphs', 'greedy', 'trees']",708,1500.0,2945,C
Captain America,PROGRAMMING,3100,"['flows', 'greedy']",704,2000.0,770,D
Ant Man,PROGRAMMING,2500,"['dp', 'graphs', 'greedy']",704,1250.0,1551,B
Huffman Coding on Segment,PROGRAMMING,3100,"['data structures', 'greedy']",700,2250.0,444,D
Mike and Shortcuts,PROGRAMMING,1600,"['dfs and similar', 'graphs', 'greedy', 'shortest paths']",689,1000.0,5569,B
Heap Operations,PROGRAMMING,1600,"['constructive algorithms', 'data structures', 'greedy']",681,1500.0,7090,C
Bear and Tower of Cubes,PROGRAMMING,2200,"['binary search', 'dp', 'greedy']",679,1250.0,2106,B
Trains and Statistic,PROGRAMMING,2300,"['data structures', 'dp', 'greedy']",675,2500.0,2580,E
Money Transfers,PROGRAMMING,2100,"['constructive algorithms', 'data structures', 'greedy', 'sortings']",675,1500.0,3409,C
Organizing a Race,PROGRAMMING,3300,"['data structures', 'greedy']",671,3000.0,390,E
Roads in Yusland,PROGRAMMING,2900,"['data structures', 'dp', 'greedy']",671,2000.0,1091,D
Robin Hood,PROGRAMMING,2000,"['binary search', 'greedy']",671,1000.0,2956,B
Holidays,PROGRAMMING,900,"['brute force', 'constructive algorithms', 'greedy', 'math']",670,500.0,16331,A
